t,v,a,k
44.2,87.9486,0.804666,6
44.25,87.9888,0.803644,6
44.3,88.029,0.802623,6
44.35,88.0691,0.801603,6
44.4,88.1092,0.800585,6
44.45,88.1492,0.799567,6
44.5,88.1892,0.798551,6
44.55,88.2291,0.797536,6
44.6,88.269,0.796522,6
44.65,88.3088,0.795509,6
44.7,88.3486,0.794498,6
44.75,88.3883,0.793487,6
44.8,88.428,0.792478,6
44.85,88.4676,0.79147,6
44.9,88.5072,0.790463,6
44.95,88.5467,0.789457,6
45,88.5862,0.788453,6
45.05,88.6256,0.787449,6
45.1,88.665,0.786447,6
45.15,88.7043,0.785446,6
45.2,88.7436,0.784446,6
45.25,88.7828,0.783447,6
45.3,88.822,0.782449,6
45.35,88.8611,0.781452,6
45.4,88.9002,0.780457,6
45.45,88.9392,0.779463,6
45.5,88.9782,0.778469,6
45.55,89.0171,0.777477,6
45.6,89.056,0.776486,6
45.65,89.0948,0.775497,6
45.7,89.1336,0.774508,6
45.75,89.1723,0.77352,6
45.8,89.211,0.772534,6
45.85,89.2496,0.771549,6
45.9,89.2882,0.770565,6
45.95,89.3267,0.769582,6
46,89.3652,0.7686,6
46.05,89.4036,0.767619,6
46.1,89.442,0.766639,6
46.15,89.4803,0.765661,6
46.2,89.5186,0.764684,6
46.25,89.5568,0.763707,6
46.3,89.595,0.762732,6
46.35,89.6332,0.761758,6
46.4,89.6712,0.760785,6
46.45,89.7093,0.759814,6
46.5,89.7473,0.758843,6
46.55,89.7852,0.757874,6
46.6,89.8231,0.756905,6
46.65,89.861,0.755938,6
46.7,89.8988,0.754972,6
46.75,89.9365,0.754007,6
46.8,89.9742,0.753043,6
46.85,90.0119,0.75208,6
46.9,90.0495,0.751118,6
46.95,90.087,0.750158,6
47,90.1245,0.749198,6
47.05,90.162,0.748271,7
47.1,90.1994,0.747425,7
47.15,90.2368,0.74658,7
47.2,90.2741,0.745736,7
47.25,90.3114,0.744893,7
47.3,90.3486,0.744051,7
47.35,90.3858,0.743209,7
47.4,90.423,0.742369,7
47.45,90.4601,0.741529,7
47.5,90.4972,0.74069,7
47.55,90.5342,0.739852,7
47.6,90.5712,0.739015,7
47.65,90.6082,0.738179,7
47.7,90.6451,0.737344,7
47.75,90.6819,0.736509,7
47.8,90.7188,0.735676,7
47.85,90.7556,0.734843,7
47.9,90.7923,0.734011,7
47.95,90.829,0.73318,7
48,90.8657,0.73235,7
48.05,90.9023,0.731521,7
48.1,90.9388,0.730692,7
48.15,90.9754,0.729865,7
48.2,91.0119,0.729038,7
48.25,91.0483,0.728212,7
48.3,91.0847,0.727387,7
48.35,91.1211,0.726563,7
48.4,91.1574,0.72574,7
48.45,91.1937,0.724918,7
48.5,91.23,0.724096,7
48.55,91.2662,0.723275,7
48.6,91.3023,0.722455,7
48.65,91.3385,0.721636,7
48.7,91.3745,0.720818,7
48.75,91.4106,0.720001,7
48.8,91.4466,0.719185,7
48.85,91.4825,0.718369,7
48.9,91.5185,0.717554,7
48.95,91.5543,0.716741,7
49,91.5902,0.715927,7
49.05,91.626,0.715115,7
49.1,91.6617,0.714304,7
49.15,91.6974,0.713494,7
49.2,91.7331,0.712684,7
49.25,91.7687,0.711875,7
49.3,91.8043,0.711067,7
49.35,91.8399,0.71026,7
49.4,91.8754,0.709454,7
49.45,91.9109,0.708648,7
49.5,91.9463,0.707844,7
49.55,91.9817,0.70704,7
49.6,92.0171,0.706237,7
49.65,92.0524,0.705435,7
49.7,92.0876,0.704634,7
49.75,92.1229,0.703834,7
49.8,92.1581,0.703034,7
49.85,92.1932,0.702235,7
49.9,92.2283,0.701437,7
49.95,92.2634,0.70064,7
50,92.2984,0.699844,7
50.05,92.3334,0.699049,7
50.1,92.3684,0.698254,7
50.15,92.4033,0.697461,7
50.2,92.4382,0.696668,7
50.25,92.473,0.695876,7
50.3,92.5078,0.695084,7
50.35,92.5425,0.694294,7
50.4,92.5773,0.693505,7
50.45,92.6119,0.692716,7
50.5,92.6466,0.691928,7
50.55,92.6812,0.691141,7
50.6,92.7157,0.690355,7
50.65,92.7502,0.689569,7
50.7,92.7847,0.688785,7
50.75,92.8192,0.688001,7
50.8,92.8536,0.687218,7
50.85,92.8879,0.686436,7
50.9,92.9222,0.685655,7
50.95,92.9565,0.684874,7
51,92.9908,0.684094,7
51.05,93.025,0.683316,7
51.1,93.0591,0.682538,7
51.15,93.0933,0.68176,7
51.2,93.1274,0.680984,7
51.25,93.1614,0.680208,7
51.3,93.1954,0.679434,7
51.35,93.2294,0.67866,7
51.4,93.2633,0.677887,7
51.45,93.2972,0.677114,7
51.5,93.3311,0.676343,7
51.55,93.3649,0.675572,7
51.6,93.3987,0.674802,7
51.65,93.4324,0.674033,7
51.7,93.4661,0.673265,7
51.75,93.4998,0.672497,7
51.8,93.5334,0.671731,7
51.85,93.567,0.670965,7
51.9,93.6005,0.6702,7
51.95,93.634,0.669436,7
52,93.6675,0.668672,7
52.05,93.7009,0.66791,7
52.1,93.7343,0.667148,7
52.15,93.7677,0.666387,7
52.2,93.801,0.665627,7
52.25,93.8343,0.664867,7
52.3,93.8675,0.664109,7
52.35,93.9007,0.663351,7
52.4,93.9339,0.662594,7
52.45,93.967,0.661838,7
52.5,94.0001,0.661082,7
52.55,94.0332,0.660328,7
52.6,94.0662,0.659574,7
52.65,94.0992,0.658821,7
52.7,94.1321,0.658069,7
52.75,94.165,0.657317,7
52.8,94.1979,0.656567,7
52.85,94.2307,0.655817,7
52.9,94.2635,0.655068,7
52.95,94.2963,0.65432,7
53,94.329,0.653572,7
53.05,94.3617,0.652826,7
53.1,94.3943,0.65208,7
53.15,94.4269,0.651335,7
53.2,94.4595,0.65059,7
53.25,94.492,0.649847,7
53.3,94.5245,0.649104,7
53.35,94.557,0.648362,7
53.4,94.5894,0.647621,7
53.45,94.6218,0.646881,7
53.5,94.6541,0.646141,7
53.55,94.6864,0.645403,7
53.6,94.7187,0.644665,7
53.65,94.7509,0.643927,7
53.7,94.7831,0.643191,7
53.75,94.8153,0.642455,7
53.8,94.8474,0.64172,7
53.85,94.8795,0.640986,7
53.9,94.9115,0.640253,7
53.95,94.9435,0.63952,7
54,94.9755,0.638789,7
54.05,95.0074,0.638058,7
54.1,95.0394,0.637328,7
54.15,95.0712,0.636598,7
54.2,95.103,0.63587,7
54.25,95.1348,0.635142,7
54.3,95.1666,0.634415,7
54.35,95.1983,0.633688,7
54.4,95.23,0.632963,7
54.45,95.2617,0.632238,7
54.5,95.2933,0.631514,7
54.55,95.3248,0.630791,7
54.6,95.3564,0.630068,7
54.65,95.3879,0.629347,7
54.7,95.4193,0.628626,7
54.75,95.4508,0.627905,7
54.8,95.4822,0.627186,7
54.85,95.5135,0.626467,7
54.9,95.5449,0.62575,7
54.95,95.5761,0.625032,7
55,95.6074,0.624316,7
55.05,95.6386,0.623601,7
55.1,95.6698,0.622886,7
55.15,95.7009,0.622172,7
55.2,95.732,0.621458,7
55.25,95.7631,0.620746,7
55.3,95.7942,0.620034,7
55.35,95.8252,0.619323,7
55.4,95.8561,0.618613,7
55.45,95.8871,0.617903,7
55.5,95.9179,0.617195,7
55.55,95.9488,0.616487,7
55.6,95.9796,0.615779,7
55.65,96.0104,0.615073,7
55.7,96.0412,0.614367,7
55.75,96.0719,0.613662,7
55.8,96.1026,0.612958,7
55.85,96.1332,0.612255,7
55.9,96.1638,0.611552,7
55.95,96.1944,0.61085,7
56,96.225,0.610149,7
56.05,96.2555,0.609448,7
56.1,96.2859,0.608749,7
56.15,96.3164,0.60805,7
56.2,96.3468,0.607352,7
56.25,96.3771,0.606654,7
56.3,96.4075,0.605957,7
56.35,96.4378,0.605261,7
56.4,96.468,0.604566,7
56.45,96.4983,0.603872,7
56.5,96.5285,0.603178,7
56.55,96.5586,0.602485,7
56.6,96.5887,0.601793,7
56.65,96.6188,0.601101,7
56.7,96.6489,0.60041,7
56.75,96.6789,0.59972,7
56.8,96.7089,0.599031,7
56.85,96.7388,0.598343,7
56.9,96.7688,0.597655,7
56.95,96.7986,0.596968,7
57,96.8285,0.596281,7
57.05,96.8583,0.595596,7
57.1,96.8881,0.594911,7
57.15,96.9178,0.594227,7
57.2,96.9475,0.593543,7
57.25,96.9772,0.592861,7
57.3,97.0069,0.592179,7
57.35,97.0365,0.591498,7
57.4,97.066,0.590817,7
57.45,97.0956,0.590138,7
57.5,97.1251,0.589459,7
57.55,97.1546,0.58878,7
57.6,97.184,0.588103,7
57.65,97.2134,0.587426,7
57.7,97.2428,0.58675,7
57.75,97.2721,0.586074,7
57.8,97.3014,0.5854,7
57.85,97.3307,0.584726,7
57.9,97.3599,0.584053,7
57.95,97.3891,0.58338,7
58,97.4183,0.582709,7
58.05,97.4474,0.582038,7
58.1,97.4765,0.581367,7
58.15,97.5056,0.580698,7
58.2,97.5346,0.580029,7
58.25,97.5636,0.579361,7
58.3,97.5926,0.578693,7
58.35,97.6215,0.578027,7
58.4,97.6505,0.577361,7
58.45,97.6793,0.576695,7
58.5,97.7082,0.576031,7
58.55,97.737,0.575367,7
58.6,97.7657,0.574704,7
58.65,97.7945,0.574042,7
58.7,97.8232,0.57338,7
58.75,97.8518,0.572719,7
58.8,97.8805,0.572059,7
58.85,97.9091,0.571399,7
58.9,97.9376,0.57074,7
58.95,97.9662,0.570082,7
59,97.9947,0.569425,7
59.05,98.0232,0.568768,7
59.1,98.0516,0.568112,7
59.15,98.08,0.567457,7
59.2,98.1084,0.566802,7
59.25,98.1367,0.566148,7
59.3,98.165,0.565495,7
59.35,98.1933,0.564843,7
59.4,98.2215,0.564191,7
59.45,98.2497,0.56354,7
59.5,98.2779,0.56289,7
59.55,98.3061,0.56224,7
59.6,98.3342,0.561591,7
59.65,98.3623,0.560943,7
59.7,98.3903,0.560295,7
59.75,98.4183,0.559649,7
59.8,98.4463,0.559003,7
59.85,98.4742,0.558357,7
59.9,98.5022,0.557712,7
59.95,98.5301,0.557126,8
60,98.5579,0.556542,8
60.05,98.5857,0.555959,8
60.1,98.6135,0.555376,8
60.15,98.6413,0.554794,8
60.2,98.669,0.554212,8
60.25,98.6968,0.553631,8
60.3,98.7244,0.553051,8
60.35,98.7521,0.552471,8
60.4,98.7797,0.551892,8
60.45,98.8073,0.551313,8
60.5,98.8349,0.550735,8
60.55,98.8624,0.550158,8
60.6,98.8899,0.549581,8
60.65,98.9174,0.549005,8
60.7,98.9448,0.548429,8
60.75,98.9723,0.547854,8
60.8,98.9997,0.547279,8
60.85,99.027,0.546705,8
60.9,99.0544,0.546131,8
60.95,99.0817,0.545558,8
61,99.1089,0.544986,8
61.05,99.1362,0.544414,8
61.1,99.1634,0.543843,8
61.15,99.1906,0.543272,8
61.2,99.2178,0.542702,8
61.25,99.2449,0.542133,8
61.3,99.272,0.541564,8
61.35,99.2991,0.540995,8
61.4,99.3261,0.540428,8
61.45,99.3532,0.53986,8
61.5,99.3802,0.539294,8
61.55,99.4071,0.538728,8
61.6,99.4341,0.538162,8
61.65,99.461,0.537597,8
61.7,99.4878,0.537033,8
61.75,99.5147,0.536469,8
61.8,99.5415,0.535905,8
61.85,99.5683,0.535343,8
61.9,99.5951,0.53478,8
61.95,99.6218,0.534219,8
62,99.6485,0.533658,8
62.05,99.6752,0.533097,8
62.1,99.7019,0.532537,8
62.15,99.7285,0.531978,8
62.2,99.7551,0.531419,8
62.25,99.7817,0.530861,8
62.3,99.8082,0.530303,8
62.35,99.8347,0.529746,8
62.4,99.8612,0.529189,8
62.45,99.8877,0.528633,8
62.5,99.9141,0.528077,8
62.55,99.9405,0.527522,8
62.6,99.9669,0.526968,8
62.65,99.9932,0.526414,8
62.7,100.02,0.525861,8
62.75,100.046,0.525308,8
62.8,100.072,0.524756,8
62.85,100.098,0.524204,8
62.9,100.125,0.523653,8
62.95,100.151,0.523103,8
63,100.177,0.522553,8
63.05,100.203,0.522003,8
63.1,100.229,0.521454,8
63.15,100.255,0.520906,8
63.2,100.281,0.520358,8
63.25,100.307,0.519811,8
63.3,100.333,0.519264,8
63.35,100.359,0.518718,8
63.4,100.385,0.518172,8
63.45,100.411,0.517627,8
63.5,100.437,0.517083,8
63.55,100.463,0.516539,8
63.6,100.489,0.515995,8
63.65,100.514,0.515452,8
63.7,100.54,0.51491,8
63.75,100.566,0.514368,8
63.8,100.592,0.513827,8
63.85,100.617,0.513286,8
63.9,100.643,0.512746,8
63.95,100.669,0.512206,8
64,100.694,0.511667,8
64.05,100.72,0.511128,8
64.1,100.745,0.51059,8
64.15,100.771,0.510053,8
64.2,100.796,0.509516,8
64.25,100.822,0.508979,8
64.3,100.847,0.508443,8
64.35,100.873,0.507908,8
64.4,100.898,0.507373,8
64.45,100.924,0.506839,8
64.5,100.949,0.506305,8
64.55,100.974,0.505772,8
64.6,100.999,0.505239,8
64.65,101.025,0.504707,8
64.7,101.05,0.504175,8
64.75,101.075,0.503644,8
64.8,101.1,0.503114,8
64.85,101.126,0.502584,8
64.9,101.151,0.502054,8
64.95,101.176,0.501525,8
65,101.201,0.500997,8
65.05,101.226,0.500469,8
65.1,101.251,0.499942,8
65.15,101.276,0.499415,8
65.2,101.301,0.498888,8
65.25,101.326,0.498363,8
65.3,101.351,0.497837,8
65.35,101.376,0.497313,8
65.4,101.4,0.496788,8
65.45,101.425,0.496265,8
65.5,101.45,0.495741,8
65.55,101.475,0.495219,8
65.6,101.5,0.494697,8
65.65,101.524,0.494175,8
65.7,101.549,0.493654,8
65.75,101.574,0.493133,8
65.8,101.598,0.492613,8
65.85,101.623,0.492094,8
65.9,101.648,0.491575,8
65.95,101.672,0.491056,8
66,101.697,0.490539,8
66.05,101.721,0.490021,8
66.1,101.746,0.489504,8
66.15,101.77,0.488988,8
66.2,101.795,0.488472,8
66.25,101.819,0.487957,8
66.3,101.844,0.487442,8
66.35,101.868,0.486927,8
66.4,101.892,0.486414,8
66.45,101.917,0.4859,8
66.5,101.941,0.485388,8
66.55,101.965,0.484875,8
66.6,101.989,0.484364,8
66.65,102.014,0.483852,8
66.7,102.038,0.483342,8
66.75,102.062,0.482831,8
66.8,102.086,0.482322,8
66.85,102.11,0.481813,8
66.9,102.134,0.481304,8
66.95,102.158,0.480796,8
67,102.183,0.480288,8
67.05,102.207,0.479781,8
67.1,102.231,0.479274,8
67.15,102.254,0.478768,8
67.2,102.278,0.478263,8
67.25,102.302,0.477758,8
67.3,102.326,0.477253,8
67.35,102.35,0.476749,8
67.4,102.374,0.476246,8
67.45,102.398,0.475742,8
67.5,102.422,0.47524,8
67.55,102.445,0.474738,8
67.6,102.469,0.474236,8
67.65,102.493,0.473735,8
67.7,102.516,0.473235,8
67.75,102.54,0.472735,8
67.8,102.564,0.472235,8
67.85,102.587,0.471736,8
67.9,102.611,0.471238,8
67.95,102.634,0.47074,8
68,102.658,0.470242,8
68.05,102.682,0.469745,8
68.1,102.705,0.469249,8
68.15,102.728,0.468753,8
68.2,102.752,0.468257,8
68.25,102.775,0.467762,8
68.3,102.799,0.467268,8
68.35,102.822,0.466774,8
68.4,102.845,0.46628,8
68.45,102.869,0.465787,8
68.5,102.892,0.465295,8
68.55,102.915,0.464803,8
68.6,102.939,0.464311,8
68.65,102.962,0.46382,8
68.7,102.985,0.46333,8
68.75,103.008,0.46284,8
68.8,103.031,0.46235,8
68.85,103.054,0.461861,8
68.9,103.077,0.461372,8
68.95,103.101,0.460884,8
69,103.124,0.460397,8
69.05,103.147,0.45991,8
69.1,103.17,0.459423,8
69.15,103.193,0.458937,8
69.2,103.215,0.458451,8
69.25,103.238,0.457966,8
69.3,103.261,0.457482,8
69.35,103.284,0.456998,8
69.4,103.307,0.456514,8
69.45,103.33,0.456031,8
69.5,103.353,0.455548,8
69.55,103.375,0.455066,8
69.6,103.398,0.454584,8
69.65,103.421,0.454103,8
69.7,103.444,0.453622,8
69.75,103.466,0.453142,8
69.8,103.489,0.452662,8
69.85,103.512,0.452183,8
69.9,103.534,0.451704,8
69.95,103.557,0.451226,8
70,103.579,0.450748,8
70.05,103.602,0.450271,8
70.1,103.624,0.449794,8
70.15,103.647,0.449318,8
70.2,103.669,0.448842,8
70.25,103.692,0.448367,8
70.3,103.714,0.447892,8
70.35,103.737,0.447417,8
70.4,103.759,0.446943,8
70.45,103.781,0.44647,8
70.5,103.804,0.445997,8
70.55,103.826,0.445524,8
70.6,103.848,0.445052,8
70.65,103.87,0.444581,8
70.7,103.893,0.44411,8
70.75,103.915,0.443639,8
70.8,103.937,0.443169,8
70.85,103.959,0.442699,8
70.9,103.981,0.44223,8
70.95,104.004,0.441762,8
71,104.026,0.441293,8
71.05,104.048,0.440826,8
71.1,104.07,0.440358,8
71.15,104.092,0.439892,8
71.2,104.114,0.439425,8
71.25,104.136,0.438959,8
71.3,104.158,0.438494,8
71.35,104.18,0.438029,8
71.4,104.201,0.437565,8
71.45,104.223,0.437101,8
71.5,104.245,0.436637,8
71.55,104.267,0.436174,8
71.6,104.289,0.435712,8
71.65,104.311,0.43525,8
71.7,104.332,0.434788,8
71.75,104.354,0.434327,8
71.8,104.376,0.433866,8
71.85,104.398,0.433406,8
71.9,104.419,0.432946,8
71.95,104.441,0.432487,8
72,104.462,0.432028,8
72.05,104.484,0.43157,8
72.1,104.506,0.431112,8
72.15,104.527,0.430655,8
72.2,104.549,0.430198,8
72.25,104.57,0.429741,8
72.3,104.592,0.429285,8
72.35,104.613,0.42883,8
72.4,104.635,0.428375,8
72.45,104.656,0.42792,8
72.5,104.677,0.427466,8
72.55,104.699,0.427012,8
72.6,104.72,0.426559,8
72.65,104.742,0.426106,8
72.7,104.763,0.425654,8
72.75,104.784,0.425202,8
72.8,104.805,0.42475,8
72.85,104.827,0.4243,8
72.9,104.848,0.423849,8
72.95,104.869,0.423399,8
73,104.89,0.422949,8
73.05,104.911,0.4225,8
73.1,104.932,0.422052,8
73.15,104.954,0.421604,8
73.2,104.975,0.421156,8
73.25,104.996,0.420709,8
73.3,105.017,0.420262,8
73.35,105.038,0.419815,8
73.4,105.059,0.419369,8
73.45,105.08,0.418924,8
73.5,105.101,0.418479,8
73.55,105.122,0.418034,8
73.6,105.142,0.41759,8
73.65,105.163,0.417147,8
73.7,105.184,0.416703,8
73.75,105.205,0.416261,8
73.8,105.226,0.415818,8
73.85,105.247,0.415377,8
73.9,105.267,0.414935,8
73.95,105.288,0.414494,8
74,105.309,0.414054,8
74.05,105.33,0.413614,8
74.1,105.35,0.413174,8
74.15,105.371,0.412735,8
74.2,105.392,0.412296,8
74.25,105.412,0.411858,8
74.3,105.433,0.41142,8
74.35,105.453,0.410983,8
74.4,105.474,0.410546,8
74.45,105.494,0.41011,8
74.5,105.515,0.409674,8
74.55,105.535,0.409238,8
74.6,105.556,0.408803,8
74.65,105.576,0.408368,8
74.7,105.597,0.407934,8
74.75,105.617,0.4075,8
74.8,105.637,0.407067,8
74.85,105.658,0.406634,8
74.9,105.678,0.406201,8
74.95,105.698,0.405769,8
75,105.719,0.405338,8
75.05,105.739,0.404907,8
75.1,105.759,0.404476,8
75.15,105.78,0.404046,8
75.2,105.8,0.403616,8
75.25,105.82,0.403186,8
75.3,105.84,0.402757,8
75.35,105.86,0.402329,8
75.4,105.88,0.401901,8
75.45,105.9,0.401473,8
75.5,105.92,0.401046,8
75.55,105.941,0.400619,8
75.6,105.961,0.400193,8
75.65,105.981,0.399767,8
75.7,106.001,0.399342,8
75.75,106.021,0.398917,8
75.8,106.04,0.398492,8
75.85,106.06,0.398068,8
75.9,106.08,0.397644,8
75.95,106.1,0.397221,8
76,106.12,0.396798,8
76.05,106.14,0.396376,8
76.1,106.16,0.395954,8
76.15,106.179,0.395532,8
76.2,106.199,0.395111,8
76.25,106.219,0.39469,8
76.3,106.239,0.394283,9
76.35,106.258,0.393895,9
76.4,106.278,0.393507,9
76.45,106.298,0.393119,9
76.5,106.318,0.392732,9
76.55,106.337,0.392345,9
76.6,106.357,0.391959,9
76.65,106.376,0.391573,9
76.7,106.396,0.391187,9
76.75,106.415,0.390802,9
76.8,106.435,0.390417,9
76.85,106.455,0.390032,9
76.9,106.474,0.389648,9
76.95,106.494,0.389264,9
77,106.513,0.388881,9
77.05,106.532,0.388497,9
77.1,106.552,0.388115,9
77.15,106.571,0.387732,9
77.2,106.591,0.38735,9
77.25,106.61,0.386968,9
77.3,106.629,0.386587,9
77.35,106.649,0.386206,9
77.4,106.668,0.385826,9
77.45,106.687,0.385445,9
77.5,106.707,0.385065,9
77.55,106.726,0.384686,9
77.6,106.745,0.384307,9
77.65,106.764,0.383928,9
77.7,106.783,0.38355,9
77.75,106.803,0.383171,9
77.8,106.822,0.382794,9
77.85,106.841,0.382416,9
77.9,106.86,0.382039,9
77.95,106.879,0.381663,9
78,106.898,0.381286,9
78.05,106.917,0.380911,9
78.1,106.936,0.380535,9
78.15,106.955,0.38016,9
78.2,106.974,0.379785,9
78.25,106.993,0.37941,9
78.3,107.012,0.379036,9
78.35,107.031,0.378663,9
78.4,107.05,0.378289,9
78.45,107.069,0.377916,9
78.5,107.088,0.377543,9
78.55,107.107,0.377171,9
78.6,107.126,0.376799,9
78.65,107.145,0.376427,9
78.7,107.163,0.376056,9
78.75,107.182,0.375685,9
78.8,107.201,0.375315,9
78.85,107.22,0.374944,9
78.9,107.239,0.374575,9
78.95,107.257,0.374205,9
79,107.276,0.373836,9
79.05,107.295,0.373467,9
79.1,107.313,0.373099,9
79.15,107.332,0.37273,9
79.2,107.351,0.372363,9
79.25,107.369,0.371995,9
79.3,107.388,0.371628,9
79.35,107.406,0.371262,9
79.4,107.425,0.370895,9
79.45,107.444,0.370529,9
79.5,107.462,0.370164,9
79.55,107.481,0.369798,9
79.6,107.499,0.369433,9
79.65,107.518,0.369069,9
79.7,107.536,0.368704,9
79.75,107.554,0.368341,9
79.8,107.573,0.367977,9
79.85,107.591,0.367614,9
79.9,107.61,0.367251,9
79.95,107.628,0.366888,9
80,107.646,0.366526,9
80.05,107.665,0.366164,9
80.1,107.683,0.365803,9
80.15,107.701,0.365442,9
80.2,107.72,0.365081,9
80.25,107.738,0.364721,9
80.3,107.756,0.36436,9
80.35,107.774,0.364001,9
80.4,107.792,0.363641,9
80.45,107.811,0.363282,9
80.5,107.829,0.362924,9
80.55,107.847,0.362565,9
80.6,107.865,0.362207,9
80.65,107.883,0.361849,9
80.7,107.901,0.361492,9
80.75,107.919,0.361135,9
80.8,107.937,0.360778,9
80.85,107.955,0.360422,9
80.9,107.973,0.360066,9
80.95,107.991,0.35971,9
81,108.009,0.359355,9
81.05,108.027,0.359,9
81.1,108.045,0.358645,9
81.15,108.063,0.358291,9
81.2,108.081,0.357937,9
81.25,108.099,0.357584,9
81.3,108.117,0.35723,9
81.35,108.135,0.356877,9
81.4,108.153,0.356525,9
81.45,108.171,0.356173,9
81.5,108.188,0.355821,9
81.55,108.206,0.355469,9
81.6,108.224,0.355118,9
81.65,108.242,0.354767,9
81.7,108.259,0.354416,9
81.75,108.277,0.354066,9
81.8,108.295,0.353716,9
81.85,108.313,0.353367,9
81.9,108.33,0.353017,9
81.95,108.348,0.352669,9
82,108.365,0.35232,9
82.05,108.383,0.351972,9
82.1,108.401,0.351624,9
82.15,108.418,0.351276,9
82.2,108.436,0.350929,9
82.25,108.453,0.350582,9
82.3,108.471,0.350236,9
82.35,108.488,0.349889,9
82.4,108.506,0.349543,9
82.45,108.523,0.349198,9
82.5,108.541,0.348853,9
82.55,108.558,0.348508,9
82.6,108.576,0.348163,9
82.65,108.593,0.347819,9
82.7,108.611,0.347475,9
82.75,108.628,0.347131,9
82.8,108.645,0.346788,9
82.85,108.663,0.346445,9
82.9,108.68,0.346103,9
82.95,108.697,0.34576,9
83,108.714,0.345418,9
83.05,108.732,0.345077,9
83.1,108.749,0.344736,9
83.15,108.766,0.344395,9
83.2,108.783,0.344054,9
83.25,108.801,0.343714,9
83.3,108.818,0.343374,9
83.35,108.835,0.343034,9
83.4,108.852,0.342695,9
83.45,108.869,0.342356,9
83.5,108.886,0.342017,9
83.55,108.904,0.341679,9
83.6,108.921,0.341341,9
83.65,108.938,0.341003,9
83.7,108.955,0.340666,9
83.75,108.972,0.340329,9
83.8,108.989,0.339992,9
83.85,109.006,0.339655,9
83.9,109.023,0.339319,9
83.95,109.04,0.338984,9
84,109.057,0.338648,9
84.05,109.074,0.338313,9
84.1,109.091,0.337978,9
84.15,109.107,0.337644,9
84.2,109.124,0.33731,9
84.25,109.141,0.336976,9
84.3,109.158,0.336642,9
84.35,109.175,0.336309,9
84.4,109.192,0.335976,9
84.45,109.208,0.335644,9
84.5,109.225,0.335312,9
84.55,109.242,0.33498,9
84.6,109.259,0.334648,9
84.65,109.276,0.334317,9
84.7,109.292,0.333986,9
84.75,109.309,0.333655,9
84.8,109.326,0.333325,9
84.85,109.342,0.332995,9
84.9,109.359,0.332665,9
84.95,109.376,0.332336,9
85,109.392,0.332007,9
85.05,109.409,0.331678,9
85.1,109.425,0.33135,9
85.15,109.442,0.331022,9
85.2,109.458,0.330694,9
85.25,109.475,0.330366,9
85.3,109.492,0.330039,9
85.35,109.508,0.329712,9
85.4,109.525,0.329386,9
85.45,109.541,0.32906,9
85.5,109.557,0.328734,9
85.55,109.574,0.328408,9
85.6,109.59,0.328083,9
85.65,109.607,0.327758,9
85.7,109.623,0.327433,9
85.75,109.639,0.327109,9
85.8,109.656,0.326785,9
85.85,109.672,0.326461,9
85.9,109.688,0.326138,9
85.95,109.705,0.325815,9
86,109.721,0.325492,9
86.05,109.737,0.32517,9
86.1,109.754,0.324847,9
86.15,109.77,0.324526,9
86.2,109.786,0.324204,9
86.25,109.802,0.323883,9
86.3,109.818,0.323562,9
86.35,109.835,0.323241,9
86.4,109.851,0.322921,9
86.45,109.867,0.322601,9
86.5,109.883,0.322281,9
86.55,109.899,0.321962,9
86.6,109.915,0.321643,9
86.65,109.931,0.321324,9
86.7,109.947,0.321006,9
86.75,109.964,0.320688,9
86.8,109.98,0.32037,9
86.85,109.996,0.320052,9
86.9,110.012,0.319735,9
86.95,110.028,0.319418,9
87,110.044,0.319101,9
87.05,110.059,0.318785,9
87.1,110.075,0.318469,9
87.15,110.091,0.318153,9
87.2,110.107,0.317838,9
87.25,110.123,0.317523,9
87.3,110.139,0.317208,9
87.35,110.155,0.316894,9
87.4,110.171,0.31658,9
87.45,110.187,0.316266,9
87.5,110.202,0.315952,9
87.55,110.218,0.315639,9
87.6,110.234,0.315326,9
87.65,110.25,0.315013,9
87.7,110.265,0.314701,9
87.75,110.281,0.314389,9
87.8,110.297,0.314077,9
87.85,110.313,0.313766,9
87.9,110.328,0.313454,9
87.95,110.344,0.313144,9
88,110.36,0.312833,9
88.05,110.375,0.312523,9
88.1,110.391,0.312213,9
88.15,110.407,0.311903,9
88.2,110.422,0.311594,9
88.25,110.438,0.311285,9
88.3,110.453,0.310976,9
88.35,110.469,0.310668,9
88.4,110.484,0.310359,9
88.45,110.5,0.310052,9
88.5,110.515,0.309744,9
88.55,110.531,0.309437,9
88.6,110.546,0.30913,9
88.65,110.562,0.308823,9
88.7,110.577,0.308517,9
88.75,110.593,0.308211,9
88.8,110.608,0.307905,9
88.85,110.623,0.307599,9
88.9,110.639,0.307294,9
88.95,110.654,0.306989,9
89,110.67,0.306684,9
89.05,110.685,0.30638,9
89.1,110.7,0.306076,9
89.15,110.715,0.305772,9
89.2,110.731,0.305469,9
89.25,110.746,0.305166,9
89.3,110.761,0.304863,9
89.35,110.777,0.30456,9
89.4,110.792,0.304258,9
89.45,110.807,0.303956,9
89.5,110.822,0.303654,9
89.55,110.837,0.303353,9
89.6,110.853,0.303052,9
89.65,110.868,0.302751,9
89.7,110.883,0.302451,9
89.75,110.898,0.30215,9
89.8,110.913,0.30185,9
89.85,110.928,0.301551,9
89.9,110.943,0.301251,9
89.95,110.958,0.300952,9
90,110.973,0.300654,9
